country,date,confirmed,deaths,recovered,tests,hospitalized,in.icu,confirmed_m_00-09,confirmed_w_00-09,confirmed_m_10-19,confirmed_w_10-19,confirmed_m_20-29,confirmed_w_20-29,confirmed_m_30-39,confirmed_w_30-39,confirmed_m_40-49,confirmed_w_40-49,confirmed_m_50-59,confirmed_w_50-59,confirmed_m_60-69,confirmed_w_60-69,confirmed_m_70-79,confirmed_w_70-79,confirmed_m_80+,confirmed_w_80+,death_m_00-09,death_w_00-09,death_m_10-19,death_w_10-19,death_m_20-29,death_w_20-29,death_m_30-39,death_w_30-39,death_m_40-49,death_w_40-49,death_m_50-59,death_w_50-59,death_m_60-69,death_w_60-69,death_m_70-79,death_w_70-79,death_m_80+,death_w_80+,first_vaccine,second_vaccine,contacts
Portugal,2021-07-26,954669,17301,8833720,NA,919,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6551567,4575617,NA
Portugal,2021-07-25,953059,17292,8815700,NA,879,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6534047,4544669,NA
Portugal,2021-07-24,950434,17284,8803680,NA,835,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6495768,4489123,NA
Portugal,2021-07-23,947038,17264,8762400,NA,855,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6453487,4428738,NA
Portugal,2021-07-22,943244,17248,8730080,NA,860,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6409251,4370554,NA
Portugal,2021-07-21,939622,17232,8702430,NA,867,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6371905,4312030,NA
Portugal,2021-07-20,935246,17219,8675400,NA,854,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6326914,4257882,NA
Portugal,2021-07-19,932540,17215,8630890,NA,851,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6283286,4201782,NA
Portugal,2021-07-18,930685,17207,8617070,NA,805,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6252238,4173228,NA
Portugal,2021-07-17,927424,17199,8604490,NA,780,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6197078,4130217,NA
Portugal,2021-07-16,923747,17194,8571080,NA,778,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6146105,4065355,NA
Portugal,2021-07-15,920200,17187,8545370,NA,774,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6090821,4004315,NA
Portugal,2021-07-14,916559,17182,8522690,NA,734,171,26882,25728,43987,44404,65534,71988,62342,71926,67933,84079,58382,73764,43057,47067,27321,30641,23645,47280,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6034430,3940370,NA
Portugal,2021-07-13,912406,17173,8500340,NA,742,161,26682,25539,43701,44111,64964,71469,61955,71572,67628,83749,58252,73603,42975,46967,27258,30571,23616,47218,1,1,1,1,7,5,25,20,93,63,339,136,1077,471,2309,1366,5168,6090,5977771,3881746,NA
Portugal,2021-07-12,909756,17164,8465440,NA,729,163,26575,25416,43564,43947,64567,71143,61709,71353,67407,83536,58140,73493,42918,46893,27229,30534,23600,47191,1,1,1,1,7,5,24,20,93,63,339,136,1076,470,2307,1363,5168,6089,5933112,3808333,NA
Portugal,2021-07-11,907974,17156,8455160,NA,672,153,26474,25328,43445,43820,64339,70942,61514,71180,67266,83416,58070,73410,42894,46845,27214,30506,23595,47172,1,1,1,1,7,5,24,20,93,63,339,136,1076,470,2305,1363,5164,6087,NA,NA,NA
Portugal,2021-07-10,905651,17148,8444970,NA,632,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-07-09,902489,17142,8420240,NA,617,141,26224,25035,43024,43381,63646,70288,61015,70711,66883,82971,57857,73150,42771,46729,27159,30430,23576,47119,1,1,1,1,7,5,24,20,93,63,338,136,1074,468,2302,1360,5162,6086,NA,NA,NA
Portugal,2021-07-08,899295,17135,8402970,NA,599,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-07-07,896026,17126,8386420,NA,603,130,25922,24705,42588,42866,62825,69469,60424,70119,66370,82451,57651,72900,42634,46575,27097,30349,23546,47035,1,1,1,1,7,5,24,20,92,63,336,136,1074,468,2298,1359,5158,6082,5915601,3710093,NA
Portugal,2021-07-06,892741,17118,8371350,NA,613,133,25742,24552,42351,42626,62413,69088,60116,69823,66124,82162,57532,72751,42558,46488,27056,30306,23536,47010,1,1,1,1,7,5,24,20,92,63,335,136,1074,468,2296,1359,5156,6079,5771249,3513739,NA
Portugal,2021-07-05,890571,17117,8346250,NA,613,136,25657,24470,42220,42481,62105,68820,59900,69635,65929,81973,57443,72658,42527,46429,27028,30282,23524,46996,1,1,1,1,7,5,24,20,92,63,335,136,1074,468,2296,1359,5156,6078,5702799,3435821,NA
Portugal,2021-07-04,889088,17112,8338520,NA,567,128,25581,24396,42113,42368,61916,68643,59758,69495,65820,81851,57397,72592,42495,46405,27007,30259,23516,46987,1,1,1,1,7,5,24,20,92,63,335,136,1074,467,2295,1359,5154,6077,5662065,3398503,NA
Portugal,2021-07-03,887047,17112,8331970,NA,543,122,25473,24298,41958,42213,61657,68390,59564,69308,65667,81687,57326,72496,42459,46359,26984,30233,23507,46973,1,1,1,1,7,5,24,20,92,63,335,136,1074,467,2295,1359,5154,6077,5589854,3332199,NA
Portugal,2021-07-02,884442,17108,8314790,NA,532,118,25354,24174,41773,42025,61311,68101,59297,69039,65479,81472,57223,72394,42397,46309,26962,30199,23496,46950,1,1,1,1,7,5,24,20,92,63,335,136,1074,467,2295,1358,5152,6076,5506650,3249196,NA
Portugal,2021-07-01,882006,17101,8302240,NA,509,113,25246,24058,41575,41851,60965,67805,59046,68828,65298,81300,57135,72303,42344,46255,26939,30161,23484,46932,1,1,1,1,7,5,24,20,92,63,335,136,1074,467,2293,1358,5148,6075,5413040,3158425,NA
Portugal,2021-06-30,879557,17096,8289900,NA,504,120,25151,23951,41419,41707,60642,67492,58822,68616,65122,81079,57039,72185,42286,46189,26897,30119,23471,46907,1,1,1,1,7,5,24,20,92,63,335,136,1074,466,2291,1358,5147,6074,5270193,3019844,NA
Portugal,2021-06-29,877195,17092,8279690,NA,492,119,25045,23859,41271,41525,60342,67248,58608,68423,64927,80867,56923,72068,42233,46129,26862,30079,23451,46884,1,1,1,1,7,5,24,20,92,63,335,136,1074,466,2290,1358,5147,6071,5149017,2922293,NA
Portugal,2021-06-28,875449,17086,8262920,NA,502,115,24968,23794,41156,41404,60133,67060,58440,68262,64773,80716,56853,71981,42190,46082,26834,30051,23442,46869,1,1,1,1,7,5,24,20,92,63,335,136,1074,465,2289,1357,5146,6069,5086547,2870076,NA
Portugal,2021-06-27,874547,17084,8256840,NA,477,116,24947,23775,41088,41334,60041,66962,58357,68173,64694,80650,56799,71928,42165,46051,26824,30036,23432,46851,1,1,1,1,7,5,24,20,92,63,334,136,1074,465,2289,1357,5146,6068,5048460,2854857,NA
Portugal,2021-06-26,873051,17083,8252090,NA,447,113,24884,23716,40972,41241,59863,66802,58238,68047,64577,80513,56728,71843,42122,46002,26809,30015,23413,46829,1,1,1,1,7,5,24,20,92,63,334,136,1073,465,2289,1357,5146,6068,4987437,2817796,NA
Portugal,2021-06-25,871483,17081,8239600,NA,431,108,248816,23641,40872,41144,59690,66642,58085,67899,64458,80368,56658,71747,42087,45970,26785,29989,23398,46805,1,1,1,1,7,5,24,20,92,63,334,136,1073,465,2289,1356,5145,6068,4922099,2773507,NA
Portugal,2021-06-24,869879,17079,8231030,NA,427,106,24756,23574,40746,41026,59533,66473,57961,67760,64327,80236,56577,71642,42052,45919,26745,29964,23380,46789,1,1,1,1,7,5,24,20,92,63,334,136,1073,465,2289,1356,5144,6067,4858850,2725370,NA
Portugal,2021-06-23,868323,17077,8222340,NA,437,100,24684,23498,40617,40902,59367,66326,57846,67618,64205,80080,56506,71574,42017,45857,26723,29939,23374,46771,1,1,1,1,7,5,24,20,92,63,334,136,1072,465,2289,1355,5144,6067,4798204,2675508,NA
Portugal,2021-06-22,866826,17074,8213740,NA,450,101,24625,23448,40493,40818,59185,66162,57714,67482,64080,79956,56427,71487,41985,45809,26704,29920,23358,46753,1,1,1,1,7,5,24,20,92,63,333,136,1072,465,2289,1355,5143,6066,4743032,2624060,NA
Portugal,2021-06-21,865806,17068,8200810,NA,443,97,24602,23409,40417,40754,59079,66042,57626,67398,63992,79870,56379,71422,41961,45778,26685,29898,23342,46738,1,1,1,1,7,5,24,20,92,63,333,136,1072,465,2287,1354,5140,6066,4727518,2608463,NA
Portugal,2021-06-20,865050,17065,8196880,NA,405,97,24578,23390,40350,40706,58987,65963,57579,67351,63927,79805,56329,71380,41938,45756,26660,29877,23334,46731,1,1,1,1,7,5,24,20,92,63,333,136,1072,465,2287,1352,5139,6066,4669305,2567766,NA
Portugal,2021-06-19,864109,17062,8193240,NA,389,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4621946,2476648,NA
Portugal,2021-06-18,862926,17061,8184400,NA,391,94,24480,23302,40179,40538,58795,65691,57432,67185,63763,79646,56221,71249,41879,45680,26619,29843,23309,46704,1,1,1,1,7,5,24,20,92,63,333,136,1072,465,2287,1352,5139,6062,4598549,2449200,NA
Portugal,2021-06-17,861628,17057,8177540,NA,364,88,24430,23274,40089,40425,58664,65563,57302,67082,63654,79531,56152,71173,41855,45648,26589,29816,23295,46683,1,1,1,1,7,5,24,20,92,63,333,134,1072,464,2288,1353,5138,6060,4500125,2379304,NA
Portugal,2021-06-16,860395,17055,8170920,NA,351,83,24398,23219,39994,40350,58540,65443,57188,66969,63552,79437,56085,71077,41829,45598,26576,29806,23275,46660,1,1,1,1,7,5,24,20,92,63,333,134,1072,464,2288,1351,5138,6060,4438408,2329985,NA
Portugal,2021-06-15,859045,17049,8165030,NA,346,79,24352,23180,39903,40259,58382,65282,57057,66866,63453,79314,56033,70992,41785,45545,26569,29784,23262,46621,1,1,1,1,7,5,24,20,92,63,333,134,1072,464,2287,1349,5137,6048,4387691,2278284,NA
Portugal,2021-06-14,858072,17047,8156220,NA,340,77,24327,23162,39851,40213,58268,65179,56964,66788,63369,79203,55969,70924,41761,45516,26543,29765,23256,46607,1,1,1,1,7,5,24,20,92,63,333,134,1072,464,2286,1349,5136,6058,4330244,2242562,NA
Portugal,2021-06-13,857447,17047,8153420,NA,325,82,24307,23144,39803,40180,58216,65112,56920,66726,63303,79149,55944,70881,41739,45492,26532,29756,23251,46592,1,1,1,1,7,5,24,20,92,63,333,134,1072,464,2286,1349,5136,6058,4308544,2236492,NA
Portugal,2021-06-12,856740,17045,8150940,NA,300,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4243537,2230476,NA
Portugal,2021-06-11,855951,17044,8143180,NA,306,72,24246,23089,39717,40082,58076,64939,56801,66619,63161,79012,55874,70788,41686,45419,26504,29741,23234,46564,1,1,1,1,7,5,24,20,92,63,333,134,1072,464,2286,1349,5135,6056,4212783,2204786,NA
Portugal,2021-06-10,855432,17043,8140230,NA,295,72,24228,23704,39681,40051,58018,64874,56761,66574,63126,78962,55840,70767,41668,45407,26496,29731,23230,46553,1,1,1,1,7,5,24,20,92,63,333,134,1072,464,2286,1348,5135,6056,4138665,2166515,NA
Portugal,2021-06-09,854522,17037,8134890,NA,307,70,24183,23048,39614,39984,57939,64778,56704,66493,63044,78874,55790,70708,41631,45380,26488,29721,23221,46529,1,1,1,1,7,5,24,20,92,63,333,134,1071,464,2286,1346,5133,6055,4073288,2132575,NA
Portugal,2021-06-08,853632,17037,8129640,NA,296,66,24147,23020,39559,39926,57863,64704,56620,66412,62959,78792,55735,70645,41607,45353,26465,29709,23213,46515,1,1,1,1,7,5,24,20,92,63,333,134,1071,464,2286,1346,5133,6055,4011686,2098674,NA
Portugal,2021-06-07,853034,17036,8121740,NA,291,59,24133,22998,39532,39908,57787,64659,56546,66377,62895,78729,55706,70609,41576,45334,26453,29693,23206,46503,1,1,1,1,7,5,24,20,92,63,333,134,1070,464,2286,1346,5133,6055,3958681,2047464,NA
Portugal,2021-06-06,852646,17034,8118970,NA,265,52,24123,22990,39501,39890,57766,64628,56500,66336,62857,78704,55689,70570,41562,45313,26448,29695,23196,46493,1,1,1,1,7,5,24,20,92,63,333,133,1069,464,2286,1346,5133,6055,3938442,2025651,NA
Portugal,2021-06-05,852034,17032,8116400,NA,265,51,24097,22967,39460,39849,57723,64586,56444,66275,62792,78654,55665,70527,41528,45290,26446,29685,23185,46481,1,1,1,1,7,5,24,20,92,63,333,132,1069,464,2286,1346,5132,6055,3902612,1980551,NA
Portugal,2021-06-04,851461,17029,8109590,NA,267,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3853565,1938925,NA
Portugal,2021-06-03,851031,17029,8106590,NA,254,52,24062,22952,39407,39794,57618,64497,56351,66193,62694,78582,55593,70470,41495,45235,26413,29661,23173,46463,1,1,1,1,7,5,24,20,92,63,333,132,1069,464,2286,1344,5131,6055,3811706,1909140,NA
Portugal,2021-06-02,850262,17026,8102710,NA,264,53,24044,22931,39351,39736,57539,64428,56271,66145,62630,78508,55550,70419,41464,45212,26398,29640,23166,46455,1,1,1,1,7,5,23,20,92,63,333,132,1069,463,2286,1343,5131,6055,3758516,1872849,NA
Portugal,2021-06-01,849538,17025,8098130,NA,268,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716876,1825733,NA
Portugal,2021-05-31,849093,17025,8091350,NA,283,52,24018,22906,39270,39651,57431,64327,56164,66036,62559,78412,55459,70301,41429,45168,26388,29627,23152,46428,1,1,1,1,7,5,23,20,92,63,332,132,1069,463,2286,1343,5131,6055,3684821,1787668,NA
Portugal,2021-05-30,848658,17023,8088130,NA,271,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-05-29,848213,17023,8085570,NA,244,49,23983,22891,39212,39594,57353,64233,56083,65974,62510,78338,55369,70253,41406,45135,26360,29604,23139,46407,1,1,1,1,7,5,23,20,92,63,332,132,1068,463,2286,1343,5131,6054,NA,NA,NA
Portugal,2021-05-28,847604,17023,8080470,NA,246,52,23969,22877,39174,39545,57301,64190,56023,65929,62454,78277,55330,70214,41373,45118,26351,29588,23132,46397,1,1,1,1,7,5,23,20,92,63,332,132,1068,463,2286,1343,5131,6054,3666216,1776366,NA
Portugal,2021-05-27,847006,17022,8075320,NA,233,53,23963,22874,39126,39502,57257,64140,55960,65883,62403,78217,55285,70155,41359,45098,26330,29581,23125,46388,1,1,1,1,7,5,23,20,92,63,332,132,1067,463,2286,1343,5131,6054,3550863,1615693,NA
Portugal,2021-05-26,846434,17022,8070650,NA,233,53,23950,22868,39096,39464,57205,64087,55905,65847,62360,78168,55251,70099,41326,45075,26325,29572,23116,46360,1,1,1,1,7,5,23,20,92,63,332,132,1067,463,2286,1343,5131,6054,3506470,1572242,NA
Portugal,2021-05-25,845840,17021,8066480,NA,237,52,23932,22852,39068,39428,57148,64031,55840,65806,62318,78121,55209,70043,41296,45053,26320,29561,23108,46347,1,1,1,1,7,5,23,20,92,63,332,132,1067,463,2286,1343,5131,6053,3456990,1552920,NA
Portugal,2021-05-24,845465,17018,8059790,NA,239,57,23939,22846,39036,39412,57117,64007,55794,65770,62292,78081,55179,70012,41286,45039,26316,29555,23097,46330,1,1,1,1,7,5,22,20,92,62,332,132,1067,463,2286,1343,5131,6052,NA,NA,NA
Portugal,2021-05-23,845224,17017,8056920,NA,220,58,23935,22855,39027,39394,57098,63996,55784,65754,62268,78048,55154,70004,41267,45016,26310,29548,23093,46318,1,1,1,1,7,5,22,20,92,62,331,132,1067,463,2286,1343,5131,6052,3413468,1528496,NA
Portugal,2021-05-22,844811,17017,8054660,NA,210,59,23921,22846,39008,39364,57062,63948,55749,65725,62235,78031,55136,69972,41242,44987,26299,29536,23087,46310,1,1,1,1,7,5,22,20,92,62,331,132,1067,463,2286,1343,5131,6052,NA,NA,NA
Portugal,2021-05-21,844288,17017,8049840,NA,207,55,23913,22831,38985,39339,57005,63905,55684,65679,62194,77990,55105,69935,41225,44955,26283,29527,23085,46297,1,1,1,1,7,5,22,20,92,62,331,132,1067,463,2286,1343,5131,6052,NA,NA,NA
Portugal,2021-05-20,843729,17014,8045220,NA,208,58,23911,22832,38952,39301,56944,63846,55617,65641,62143,77930,55067,69907,41198,44928,26278,29517,23074,46290,1,1,1,1,7,5,22,20,92,62,331,132,1067,462,2286,1341,5131,6052,3396928,1516159,NA
Portugal,2021-05-19,843278,17013,8041760,NA,211,56,23903,22825,38924,39277,56891,63798,55579,65596,62106,77904,55039,69878,41192,44891,26264,29502,23066,46287,1,1,1,1,7,5,22,20,92,62,331,132,1067,462,2286,1341,5131,6051,3203905,1390715,NA
Portugal,2021-05-18,842767,17011,8037590,NA,233,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-05-17,842381,17009,8031910,NA,246,72,23893,22807,38888,39251,56757,63706,55509,65527,62027,77844,54981,69815,41152,44835,26239,29475,23055,46269,1,1,1,1,7,5,21,20,91,62,331,132,1067,461,2285,1341,5131,6051,3147970,1367154,NA
Portugal,2021-05-16,842182,17007,8029000,NA,245,76,23898,22807,38874,39240,56749,63692,55488,65532,62010,77820,54965,69799,41133,44821,26230,29469,23050,46254,1,1,1,1,7,5,21,20,91,62,331,132,1067,461,2284,1340,5131,6051,3100195,1346459,NA
Portugal,2021-05-15,841848,17006,8026710,NA,223,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056719,1195927,NA
Portugal,2021-05-14,841379,16999,8022850,NA,236,72,23883,22804,38829,39198,56677,63632,55415,65492,61928,77741,54896,69731,41117,44760,26205,29457,23035,46231,1,1,1,1,7,5,21,20,91,62,331,131,1065,461,2282,1340,5129,6050,3033070,1139735,NA
Portugal,2021-05-13,840929,16999,8019610,NA,244,70,23881,22795,38817,39186,56614,63580,55382,65450,61893,77706,54860,69707,41096,44735,26192,29446,23027,46221,1,1,1,1,7,5,21,20,91,62,331,131,1065,461,2282,1340,5129,6050,2980170,1120138,NA
Portugal,2021-05-12,840493,16998,8016210,NA,248,71,23867,22779,38801,39168,56570,63536,55353,65429,61851,77665,54830,69674,41076,44713,26182,29427,23020,46214,1,1,1,1,7,5,21,20,91,62,331,131,1065,461,2282,1339,5129,6050,2926888,1105021,NA
Portugal,2021-05-11,840008,16994,8013060,NA,257,71,23850,22774,38786,39146,56513,63505,55309,65389,61805,77623,54807,69641,41047,44680,26170,29409,23015,46203,1,1,1,1,7,5,21,20,91,62,331,131,1064,461,2282,1338,5128,6049,2873644,1088954,NA
Portugal,2021-05-10,839740,16993,8006450,NA,277,73,23845,22772,38786,39129,56484,63490,55292,65369,61774,77607,54787,69615,41030,44662,41030,44662,23010,46191,1,1,1,1,7,5,21,20,91,62,331,131,1064,461,2282,1338,5128,6048,2814783,1069269,NA
Portugal,2021-05-09,839582,16992,8002770,NA,268,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-05-08,839258,16991,8000070,NA,260,74,23836,22761,38772,39105,56439,63459,55253,65344,61728,77564,54767,69580,41005,44620,26129,29385,23000,46175,1,1,1,1,7,5,21,20,91,62,331,131,1063,461,2282,1337,5128,6048,2708964,1053691,NA
Portugal,2021-05-07,838852,16989,7994420,NA,280,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2661532,996873,NA
Portugal,2021-05-06,838475,16988,7989520,NA,283,77,23832,22747,38740,39065,56336,63404,55167,65295,61689,77513,54705,69509,40964,44559,26124,29372,22974,46158,1,1,1,1,7,5,21,20,91,62,331,131,1062,460,2282,1337,5127,6048,2611805,945576,NA
Portugal,2021-05-05,838102,16983,7984140,NA,297,83,23818,22743,38733,39047,56304,63360,55131,65291,61643,77486,54688,69476,40946,44529,26115,29363,22964,46145,1,1,1,1,7,5,21,20,91,62,331,131,1061,460,2281,1336,5126,6047,2563248,903204,NA
Portugal,2021-05-04,837715,16981,7979010,NA,296,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2503050,886295,NA
Portugal,2021-05-03,837457,16977,7971240,NA,322,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2451606,872679,NA
Portugal,2021-05-02,837277,16977,7967210,NA,311,85,23802,22735,38705,39010,56213,63305,55076,65232,61560,77439,54633,69428,40901,44429,26085,29344,22949,46115,1,1,1,1,7,5,21,20,91,62,331,130,1061,460,2279,1336,5124,6046,NA,NA,NA
Portugal,2021-05-01,836947,16976,7964770,NA,302,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2433008,870552,NA
Portugal,2021-04-30,836493,16974,7958380,NA,324,89,23775,22723,38657,38961,56159,63229,55020,65185,61500,77375,54572,69365,40873,44376,26059,29330,22935,46086,1,1,1,1,7,5,21,20,91,62,331,130,1059,460,2279,1335,5124,6046,2321673,844080,NA
Portugal,2021-04-29,836033,16974,7953260,NA,324,89,23756,22712,38625,38958,56119,63186,54968,65165,61456,77327,54553,69331,40845,44352,26043,29318,22930,46077,1,1,1,1,7,5,21,20,91,62,331,130,1059,460,2279,1335,5124,6046,2259097,825849,NA
Portugal,2021-04-28,835563,16973,7947810,NA,332,88,23744,22702,38585,38923,56083,63135,54926,65144,61432,77295,54529,69298,40815,44318,26030,29306,22922,46066,1,1,1,1,7,5,21,20,91,62,331,130,1059,460,2279,1335,5124,6045,2205184,806991,NA
Portugal,2021-04-27,834991,16970,7942050,NA,346,86,23724,22690,38545,38886,56036,63099,54870,65099,61385,77249,54506,69271,40795,44280,26012,29298,22905,46035,1,1,1,1,7,5,21,20,91,62,331,130,1059,460,2278,1335,5123,6044,2166003,796791,NA
Portugal,2021-04-26,834638,16965,7930110,NA,365,91,23718,22682,38529,38860,56014,63085,54845,65061,61357,77227,54483,69246,40771,44253,26005,29292,22891,46013,1,1,1,1,7,5,21,20,91,62,331,130,1058,460,2277,1333,5122,6044,2125721,788174,NA
Portugal,2021-04-25,834442,16965,7926850,NA,348,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113699,786452,NA
Portugal,2021-04-24,833964,16959,7923770,NA,342,98,23687,22656,38475,38803,55982,63048,54816,65001,61302,77181,54452,69203,40733,44203,25984,29265,22874,45993,1,1,1,1,7,5,21,20,91,62,331,130,1058,460,2277,1331,5122,6040,NA,NA,NA
Portugal,2021-04-23,833397,16957,7917510,NA,384,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082368,774170,NA
Portugal,2021-04-22,832891,16956,7911710,NA,395,104,23651,22627,38368,38694,55929,62967,54732,64949,61236,77105,54391,69110,40681,44139,25955,29240,22853,45960,1,1,1,1,7,5,21,20,91,62,331,130,1058,460,2276,1331,5121,6039,2042747,736235,NA
Portugal,2021-04-21,832255,16952,7906500,NA,397,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014270,696904,NA
Portugal,2021-04-20,831645,16951,7901180,NA,429,113,23581,22582,38273,38585,55839,62883,54645,64845,61134,77014,54326,69016,40622,44078,25934,29212,22830,45941,1,1,1,1,7,5,21,20,91,62,331,130,1058,460,2276,1328,5120,6038,1955051,664041,NA
